season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
4,1,10,23,0,2,1,1,0.54,0.73,0.1045,111
4,1,10,5,0,5,1,2,0.52,0.88,0.1045,50
2,0,6,17,0,3,1,1,0.92,0.35,0.2239,506
4,1,12,22,0,6,0,2,0.38,0.94,0.1045,160
1,1,2,16,0,3,1,1,0.6,0.4,0.2239,283
3,0,9,0,0,6,0,1,0.62,0.94,0.0,116
1,1,2,1,0,0,0,2,0.32,0.39,0.2537,72
1,1,1,22,0,4,1,1,0.38,0.76,0.2985,133
4,1,10,6,0,6,0,1,0.42,0.71,0.0,31
2,0,3,4,0,4,1,2,0.28,1.0,0.194,1
1,1,2,4,0,6,0,1,0.3,0.42,0.3284,2
3,1,8,13,0,3,1,1,0.76,0.48,0.1045,316
4,1,12,4,0,4,1,2,0.3,0.7,0.0896,6
4,0,11,6,0,0,0,2,0.42,0.67,0.2537,9
1,0,12,22,0,5,1,2,0.34,0.71,0.1642,85
1,1,1,2,0,0,0,1,0.36,0.37,0.2836,67
3,1,8,16,0,6,0,1,0.76,0.37,0.2537,641
1,0,1,14,0,4,1,2,0.3,0.45,0.1343,81
4,1,12,4,0,6,0,2,0.24,0.87,0.1045,6
4,0,10,5,0,5,1,2,0.56,0.94,0.1642,17
1,0,3,14,0,4,1,1,0.24,0.21,0.1045,78
3,1,9,8,0,5,1,1,0.66,0.83,0.1045,719
1,1,2,14,0,0,0,1,0.16,0.4,0.5224,111
2,1,6,2,0,0,0,1,0.64,0.69,0.1343,73
1,1,3,5,0,2,1,1,0.18,0.51,0.2239,25
1,0,1,11,0,2,1,2,0.2,0.47,0.1343,35
3,0,8,2,0,2,1,1,0.56,0.52,0.194,6
3,1,7,6,0,5,1,2,0.7,0.54,0.0,127
4,1,12,8,0,5,1,2,0.3,0.75,0.194,441
4,0,11,21,0,1,1,2,0.54,0.77,0.2239,156
4,0,10,19,0,4,1,2,0.62,0.83,0.1642,205
1,1,12,9,0,4,1,1,0.26,0.6,0.4925,133
2,0,5,22,0,0,0,2,0.46,0.82,0.0,100
3,0,8,3,0,3,1,1,0.58,0.68,0.1343,1
4,1,10,2,0,0,0,1,0.42,0.62,0.1343,74
2,1,4,6,0,1,1,2,0.3,0.81,0.2985,45
2,0,5,20,0,2,1,1,0.58,0.83,0.4179,283
2,0,6,5,0,6,0,1,0.5,0.64,0.0,8
3,0,7,13,0,6,0,1,0.82,0.41,0.2239,416
3,1,9,9,0,3,1,1,0.54,0.6,0.2537,362
3,1,9,2,0,4,1,1,0.54,0.77,0.0,9
4,1,10,8,0,6,0,1,0.34,0.53,0.1045,174
4,0,10,20,0,6,0,1,0.52,0.77,0.1045,202
3,0,7,4,0,6,0,1,0.62,0.61,0.0,11
3,1,9,7,0,0,0,1,0.54,0.73,0.1642,70
1,0,1,20,0,4,1,2,0.26,0.6,0.2836,126
1,0,12,20,0,5,1,2,0.34,0.66,0.1045,91
4,0,10,12,0,3,1,3,0.54,0.88,0.3284,62
1,0,3,6,0,0,0,1,0.34,0.66,0.0,2
4,1,9,6,0,1,1,1,0.46,0.59,0.0,168
1,0,1,23,0,6,0,1,0.04,0.57,0.1045,33
3,1,8,11,0,1,1,1,0.76,0.4,0.0896,245
4,1,10,2,0,5,1,1,0.4,0.66,0.0896,16
1,1,2,20,0,6,0,1,0.44,0.44,0.1642,148
4,0,11,4,0,1,1,3,0.44,1.0,0.1343,5
2,1,6,13,0,6,0,1,0.72,0.34,0.1642,617
4,0,12,22,0,4,1,1,0.52,0.63,0.3284,124
4,1,11,17,0,0,0,1,0.36,0.43,0.194,327
3,1,7,1,0,5,1,2,0.68,0.54,0.1045,59
1,1,3,5,0,0,0,1,0.24,0.6,0.1642,7
3,0,9,4,0,3,1,2,0.54,1.0,0.1343,7
4,1,9,9,0,2,1,1,0.54,0.56,0.2537,409
2,0,6,13,0,1,1,1,0.78,0.35,0.0,180
4,0,12,10,0,4,1,1,0.32,0.53,0.2985,93
1,0,12,4,0,3,1,2,0.36,0.71,0.0,2
4,1,10,16,0,5,1,1,0.72,0.37,0.0,634
4,0,11,17,0,1,1,1,0.5,0.45,0.1642,528
2,0,4,9,0,1,1,2,0.56,0.83,0.2836,165
2,1,5,3,0,0,0,2,0.54,0.83,0.194,28
4,0,11,23,0,2,1,1,0.36,0.76,0.3881,53
4,0,11,19,0,6,0,2,0.34,0.71,0.1343,182
3,1,9,5,0,4,1,1,0.44,0.77,0.1045,56
4,1,12,4,0,4,1,2,0.26,0.56,0.194,8
3,1,7,12,0,2,1,1,0.8,0.46,0.0,248
4,0,9,18,0,5,1,1,0.58,0.49,0.3582,511
2,0,6,12,0,2,1,2,0.8,0.46,0.2836,183
1,1,1,18,0,0,0,3,0.16,0.86,0.1045,121
1,1,3,20,0,2,1,1,0.32,0.49,0.194,187
4,0,11,20,0,6,0,2,0.42,0.58,0.0,141
4,1,12,12,0,3,1,1,0.44,0.41,0.2836,232
2,1,4,3,1,1,0,1,0.58,0.68,0.194,8
1,1,3,13,0,0,0,2,0.46,0.82,0.1642,544
4,1,11,19,0,4,1,1,0.38,0.27,0.3582,373
4,1,11,4,0,6,0,2,0.32,0.49,0.2985,16
3,0,7,10,0,2,1,1,0.82,0.52,0.1642,123
2,0,5,13,0,1,1,1,0.62,0.38,0.2836,174
4,1,10,13,0,1,1,2,0.56,0.88,0.2239,146
1,0,3,12,0,3,1,2,0.4,0.71,0.1045,88
2,1,3,2,0,5,1,1,0.54,0.88,0.0896,32
4,0,11,20,0,2,1,2,0.38,0.87,0.2537,184
4,0,11,19,0,2,1,1,0.42,0.58,0.0896,313
4,0,10,21,0,1,1,1,0.46,0.87,0.1045,126
3,0,7,6,0,0,0,2,0.62,0.94,0.0896,3
3,0,7,20,0,1,1,1,0.78,0.59,0.2239,323
3,1,7,16,0,4,1,1,0.92,0.33,0.2537,433
1,1,1,12,0,0,0,1,0.38,0.43,0.2239,351
2,1,5,18,0,0,0,1,0.7,0.51,0.3284,474
2,0,5,3,0,2,1,1,0.54,0.83,0.2836,2
1,1,1,0,0,0,0,1,0.38,0.4,0.2836,91
2,0,6,12,0,1,1,1,0.76,0.37,0.1642,153
4,1,10,0,0,0,0,1,0.44,0.54,0.1642,154
1,0,1,15,0,4,1,2,0.32,0.45,0.194,70
1,0,2,7,0,0,0,1,0.24,0.87,0.1343,14
3,0,9,13,0,4,1,2,0.72,0.48,0.0896,219
4,1,12,14,0,1,1,2,0.5,0.94,0.2239,210
4,1,10,16,0,6,0,1,0.6,0.43,0.5224,659
4,0,11,13,1,4,0,1,0.48,0.33,0.2239,175
2,0,4,1,0,2,1,1,0.62,0.73,0.2836,21
4,0,10,5,0,1,1,2,0.36,0.76,0.1045,21
2,1,5,19,0,6,0,2,0.64,0.36,0.1642,439
2,0,5,6,0,2,1,2,0.52,0.94,0.1642,109
4,1,9,4,0,1,1,1,0.44,0.67,0.1045,8
3,1,7,15,0,4,1,1,0.92,0.42,0.2985,238
4,0,11,18,0,5,1,1,0.3,0.36,0.1642,328
3,0,8,14,0,6,0,1,0.82,0.52,0.2537,380
2,1,5,23,0,2,1,3,0.6,0.78,0.3284,63
3,0,9,22,0,4,1,1,0.44,0.67,0.2836,115
1,0,12,14,0,4,1,2,0.46,0.63,0.0,159
3,0,9,17,0,2,1,1,0.6,0.83,0.1045,511
4,0,11,21,0,4,1,1,0.4,0.76,0.1343,144
3,0,7,3,0,5,1,1,0.78,0.75,0.1045,7
4,1,9,5,0,1,1,1,0.46,0.63,0.0,37
3,0,7,5,0,4,1,1,0.7,0.65,0.1045,27
4,0,9,6,0,4,1,2,0.6,0.88,0.0896,111
1,0,12,10,0,3,1,1,0.34,0.57,0.2239,96
3,1,8,16,0,3,1,1,0.76,0.48,0.194,431
3,0,6,4,0,3,1,1,0.66,0.83,0.1045,5
3,0,8,20,0,1,1,1,0.64,0.53,0.1642,277
1,0,1,22,0,4,1,2,0.24,0.65,0.2836,56
2,0,5,0,0,5,1,1,0.46,0.94,0.0896,48
4,0,9,13,0,1,1,2,0.7,0.74,0.1642,187
2,1,5,13,0,2,1,1,0.82,0.52,0.3881,239
3,0,8,8,0,5,1,1,0.68,0.39,0.2239,426
2,1,4,6,0,0,0,2,0.36,0.76,0.1343,97
3,1,7,4,0,6,0,1,0.74,0.74,0.1642,16
4,1,10,3,0,5,1,2,0.56,0.83,0.0,5
2,1,3,2,0,6,0,2,0.42,0.77,0.2537,69
4,0,10,0,0,6,0,1,0.48,0.72,0.0,89
3,0,8,10,0,2,1,1,0.82,0.36,0.2985,140
2,0,6,2,0,2,1,1,0.6,0.73,0.0896,5
3,1,6,16,0,3,1,1,0.82,0.24,0.4478,392
2,0,4,11,0,5,1,2,0.4,0.62,0.3881,98
1,1,2,9,0,3,1,1,0.32,0.61,0.3284,231
2,0,5,21,0,4,1,1,0.54,0.77,0.2836,209
3,0,7,11,0,0,0,1,0.86,0.28,0.1642,275
4,1,11,17,0,2,1,2,0.4,0.71,0.1642,590
1,1,3,8,0,5,1,1,0.28,0.75,0.0896,549
1,0,2,5,0,2,1,1,0.22,0.32,0.4627,4
3,1,8,0,0,3,1,1,0.62,0.83,0.1045,55
2,1,6,9,0,3,1,2,0.64,0.69,0.5821,352
2,1,5,4,0,5,1,2,0.62,0.88,0.0,9
3,0,7,7,0,0,0,1,0.74,0.58,0.1343,45
4,0,10,10,0,0,0,1,0.32,0.61,0.0896,178
3,0,8,18,0,4,1,1,0.7,0.74,0.2985,523
4,1,11,17,0,1,1,2,0.42,0.58,0.194,619
2,1,4,9,0,0,0,1,0.4,0.71,0.1343,185
2,0,4,0,0,3,1,1,0.3,0.49,0.1045,15
4,1,11,17,1,4,0,1,0.44,0.35,0.0,109
4,1,10,21,0,2,1,1,0.46,0.63,0.0,195
4,0,10,0,0,5,1,1,0.44,0.88,0.0,67
4,0,10,11,0,6,0,2,0.44,0.62,0.1045,282
1,0,2,14,0,6,0,3,0.22,1.0,0.0,55
1,0,2,21,0,1,1,2,0.38,0.87,0.3881,80
1,1,12,0,0,1,1,1,0.22,0.69,0.0,12
3,1,7,23,0,6,0,1,0.66,0.83,0.0896,208
2,0,6,23,0,2,1,1,0.56,0.68,0.2239,110
3,0,6,20,0,4,1,1,0.7,0.74,0.2239,352
4,1,11,4,1,4,0,1,0.22,0.8,0.1343,3
2,0,3,14,0,0,0,1,0.32,0.36,0.1642,164
3,0,6,16,0,5,1,1,0.8,0.33,0.4179,327
2,0,5,22,0,1,1,1,0.62,0.94,0.2239,131
1,1,12,16,0,6,0,1,0.3,0.75,0.1045,147
3,0,9,10,0,0,0,1,0.5,0.72,0.1642,260
2,0,3,0,0,1,1,3,0.34,0.66,0.3881,13
3,0,9,9,0,5,1,2,0.62,0.83,0.1045,220
4,0,11,9,0,5,1,1,0.26,0.41,0.194,213
2,0,6,6,0,4,1,1,0.66,0.39,0.1343,113
2,1,5,16,0,5,1,1,0.76,0.48,0.1642,440
1,0,2,1,0,2,1,1,0.3,0.42,0.7761,5
3,0,9,7,0,1,1,1,0.58,0.83,0.0,312
1,1,2,22,0,3,1,3,0.42,0.94,0.2537,55
4,0,10,6,0,4,1,3,0.54,1.0,0.0896,52
3,1,7,12,0,1,1,2,0.76,0.58,0.1045,278
1,0,1,7,0,0,0,1,0.08,0.58,0.1642,2
4,1,12,8,0,3,1,2,0.26,0.65,0.1642,688
4,1,9,22,0,0,0,1,0.48,0.72,0.0,91
2,0,6,14,0,3,1,1,0.92,0.4,0.2537,155
1,1,2,11,0,5,1,2,0.36,0.81,0.1045,163
3,1,9,7,0,1,1,1,0.52,0.68,0.2239,447
1,0,12,14,0,3,1,2,0.48,0.88,0.3582,51
2,0,6,10,0,4,1,2,0.66,0.61,0.2537,121
3,0,9,1,0,5,1,1,0.42,0.67,0.194,26
3,0,8,22,0,1,1,1,0.64,0.38,0.2985,153
4,0,9,4,0,5,1,1,0.52,0.83,0.194,8
2,1,6,12,0,1,1,1,0.64,0.41,0.4478,282
2,1,4,7,0,0,0,1,0.38,0.27,0.1642,37
4,0,11,5,0,6,0,1,0.3,0.75,0.1045,3
4,1,11,3,0,3,1,1,0.28,0.87,0.1045,2
4,0,10,8,0,1,1,2,0.28,0.87,0.0,372
3,0,8,19,0,0,0,1,0.72,0.48,0.1045,387
2,0,3,0,0,4,1,2,0.32,0.93,0.2239,11
1,1,1,22,0,3,1,1,0.18,0.47,0.2537,78
4,0,10,0,0,3,1,2,0.56,0.83,0.1343,25
3,1,8,11,0,5,1,3,0.68,0.79,0.1343,251
1,1,2,20,0,2,1,1,0.36,0.5,0.1343,212
3,1,8,10,0,0,0,1,0.8,0.59,0.4179,364
1,1,3,6,0,6,0,2,0.42,0.94,0.194,30
4,0,12,15,0,1,1,2,0.46,0.72,0.0896,148
1,1,12,0,0,3,1,2,0.28,0.65,0.2537,9
2,0,5,23,0,3,1,1,0.64,0.73,0.1343,86
4,0,11,19,0,2,1,1,0.46,0.59,0.0,278
3,0,8,17,0,1,1,1,0.74,0.51,0.2836,530
2,0,5,1,0,0,0,1,0.62,0.88,0.1642,66
1,1,1,15,0,2,1,1,0.42,0.38,0.2985,136
2,1,4,10,0,0,0,3,0.38,0.82,0.3284,68
2,1,4,23,0,3,1,1,0.34,0.57,0.2985,61
4,0,11,18,1,4,0,1,0.42,0.5,0.0896,37
4,0,12,14,0,5,1,2,0.34,0.42,0.2239,128
3,0,9,15,0,4,1,2,0.68,0.79,0.1642,181
4,0,10,2,0,3,1,1,0.46,0.82,0.1642,3
4,1,10,5,0,4,1,1,0.36,0.5,0.1642,42
1,1,12,2,0,0,0,2,0.26,0.56,0.2836,19
1,0,2,16,0,4,1,1,0.22,0.37,0.2537,78
2,1,5,18,0,2,1,1,0.7,0.61,0.0896,733
4,0,12,10,0,0,0,1,0.24,0.44,0.0,194
1,0,12,21,0,4,1,2,0.28,0.61,0.1343,68
1,0,2,0,0,5,1,3,0.32,0.93,0.0,9
4,1,9,2,0,3,1,2,0.58,0.64,0.2836,17
4,1,11,23,0,5,1,1,0.32,0.53,0.2239,128
3,1,9,18,1,1,0,1,0.74,0.66,0.1642,482
2,1,4,6,0,1,1,1,0.4,0.47,0.194,123
4,0,12,12,0,3,1,3,0.44,1.0,0.1343,33
1,1,1,19,0,5,1,1,0.36,0.5,0.3881,251
3,1,9,16,0,5,1,2,0.72,0.51,0.0,563
1,0,3,3,0,3,1,1,0.22,0.69,0.2836,4
2,0,6,4,0,5,1,1,0.66,0.78,0.1642,4
1,0,2,7,0,6,0,3,0.22,0.93,0.0896,4
4,1,12,20,0,0,0,3,0.36,1.0,0.0896,108
2,0,4,8,0,5,1,2,0.26,0.87,0.2537,206
2,1,4,20,0,4,1,1,0.44,0.41,0.194,312
1,0,2,9,0,2,1,2,0.14,0.74,0.2537,106
1,1,2,0,0,4,1,2,0.44,0.47,0.2537,42
2,1,4,17,0,2,1,1,0.56,0.21,0.5224,744
1,0,12,22,0,4,1,3,0.36,0.93,0.1045,17
2,0,4,22,0,2,1,2,0.4,0.94,0.2985,54
4,0,12,16,0,1,1,1,0.4,0.4,0.2537,208
2,1,6,21,0,1,1,2,0.62,0.73,0.1045,273
3,1,9,21,0,3,1,1,0.6,0.6,0.1343,306
1,0,1,22,0,5,1,2,0.16,0.69,0.0,36
4,1,9,11,0,6,0,1,0.56,0.52,0.2836,663
3,0,9,17,0,5,1,2,0.68,0.65,0.1642,455
3,1,8,20,0,4,1,1,0.74,0.58,0.1642,471
3,1,7,14,0,0,0,1,0.96,0.36,0.1642,312
3,1,8,5,0,6,0,1,0.7,0.84,0.2239,17
2,1,5,20,0,0,0,1,0.66,0.61,0.4179,274
1,1,2,11,0,1,1,1,0.36,0.43,0.2537,103
2,0,4,21,0,3,1,1,0.42,0.67,0.1642,117
1,1,3,15,0,1,1,2,0.3,0.53,0.194,130
2,0,4,16,0,1,1,1,0.76,0.22,0.5224,189
4,0,10,5,0,3,1,1,0.42,0.71,0.2239,21
4,0,10,0,0,2,1,1,0.44,0.77,0.1343,30
1,1,1,10,0,3,1,1,0.06,0.45,0.0,64
4,1,12,9,0,6,0,1,0.26,0.75,0.1045,220
4,1,10,4,0,3,1,2,0.6,1.0,0.0,11
2,0,5,21,0,1,1,2,0.6,0.73,0.1045,232
1,0,1,0,0,2,1,1,0.16,0.55,0.1045,5
1,0,12,11,0,4,1,2,0.24,0.6,0.0896,122
3,0,7,11,0,5,1,1,0.8,0.26,0.0,214
4,1,10,23,0,3,1,1,0.36,0.57,0.0896,101
3,1,7,10,0,4,1,1,0.76,0.58,0.194,198
2,0,3,4,0,2,1,1,0.2,0.44,0.1642,2
3,0,8,3,0,2,1,1,0.62,0.73,0.2239,6
2,0,5,21,0,2,1,2,0.64,0.61,0.4478,225
4,0,9,7,0,1,1,2,0.62,0.94,0.0,332
4,1,11,15,1,1,0,1,0.56,0.64,0.2537,382
3,0,7,6,0,3,1,1,0.7,0.79,0.0896,121
1,0,2,11,0,2,1,1,0.26,0.25,0.2537,57
3,0,7,19,0,0,0,1,0.76,0.55,0.2836,379
2,0,5,5,0,2,1,1,0.66,0.83,0.0896,26
4,1,11,22,1,4,0,1,0.32,0.61,0.0,44
2,0,4,17,0,1,1,1,0.74,0.23,0.6119,366
2,0,5,22,0,0,0,1,0.66,0.89,0.1343,171
1,0,3,17,0,0,0,1,0.4,0.35,0.2836,226
1,1,1,14,0,2,1,1,0.36,0.81,0.2239,173
1,1,1,14,0,5,1,1,0.26,0.33,0.5522,129
3,1,7,22,0,1,1,1,0.76,0.62,0.0896,284
4,0,11,21,0,4,1,1,0.3,0.42,0.2537,116
2,0,6,8,0,3,1,2,0.72,0.79,0.194,454
3,1,8,4,0,6,0,1,0.62,0.73,0.2239,13
1,1,1,0,0,6,0,3,0.16,0.64,0.2239,24
4,0,12,16,0,4,1,3,0.46,0.72,0.1642,131
3,1,9,7,0,3,1,1,0.52,0.63,0.2239,545
3,0,8,7,0,4,1,2,0.68,0.79,0.3284,313
4,1,10,10,0,5,1,2,0.58,0.88,0.194,224
2,0,6,5,0,1,1,1,0.54,0.64,0.3881,29
2,0,6,22,0,0,0,1,0.64,0.83,0.1343,128
2,0,5,17,0,6,0,1,0.74,0.55,0.2985,341
1,0,1,9,0,3,1,1,0.16,0.59,0.3284,81
4,0,10,14,0,4,1,2,0.52,0.83,0.0,92
4,0,11,19,0,1,1,1,0.6,0.53,0.2985,302
4,1,10,17,0,6,0,2,0.56,0.64,0.2836,618
1,1,1,12,0,2,1,2,0.32,0.87,0.2836,86
4,0,11,3,0,6,0,1,0.3,0.81,0.0,17
3,0,7,1,0,3,1,1,0.78,0.49,0.194,10
3,1,7,10,1,3,0,1,0.8,0.46,0.0,447
3,0,9,22,0,0,0,2,0.54,0.68,0.0896,84
3,0,7,7,0,2,1,1,0.7,0.65,0.0896,270
2,0,6,12,0,5,1,1,0.66,0.27,0.2836,259
3,0,8,9,0,2,1,1,0.78,0.46,0.2985,213
3,1,7,5,0,4,1,2,0.72,0.7,0.1045,40
1,0,2,17,0,4,1,3,0.36,0.66,0.194,177
1,1,12,14,0,1,1,2,0.28,0.45,0.2239,247
3,0,8,17,0,5,1,1,0.78,0.49,0.2985,550
4,1,10,19,0,3,1,2,0.64,0.53,0.0896,572
1,0,3,23,0,0,0,1,0.26,0.65,0.2239,28
2,0,5,5,0,2,1,2,0.58,0.94,0.2537,24
3,1,6,9,0,2,1,1,0.58,0.46,0.4179,328
3,0,8,8,0,0,0,1,0.7,0.79,0.2239,92
2,0,6,3,0,4,1,2,0.56,0.73,0.0896,4
2,1,6,4,0,2,1,2,0.6,0.78,0.1343,10
3,1,7,17,0,1,1,1,0.78,0.4,0.1642,849
1,1,1,4,0,2,1,2,0.2,0.86,0.1642,4
2,1,5,2,0,1,1,3,0.56,0.94,0.2537,11
4,1,11,0,0,2,1,2,0.32,0.66,0.0896,26
2,1,6,5,0,5,1,2,0.62,0.78,0.0896,45
2,1,6,6,0,6,0,1,0.54,0.68,0.194,47
3,1,9,12,0,2,1,1,0.76,0.7,0.2836,287
4,1,11,16,0,4,1,2,0.36,0.57,0.194,342
2,0,5,4,1,1,0,1,0.62,0.94,0.1642,6
1,0,3,20,0,6,0,2,0.44,0.77,0.3284,70
4,0,10,23,1,1,0,2,0.54,0.88,0.1045,75
4,0,11,22,0,1,1,2,0.52,0.83,0.1045,109
3,1,9,21,0,6,0,1,0.64,0.57,0.2537,261
1,0,3,9,0,3,1,2,0.32,0.93,0.1343,154
1,0,2,8,0,2,1,1,0.24,0.56,0.4925,243
2,1,4,15,0,2,1,1,0.56,0.21,0.2985,203
1,0,12,9,1,1,0,1,0.34,0.46,0.2985,62
2,1,3,16,0,5,1,2,0.72,0.42,0.1642,589
4,1,10,12,0,5,1,1,0.54,0.39,0.4627,387
4,1,10,7,0,1,1,1,0.44,0.77,0.1642,483
2,0,3,4,0,5,1,1,0.18,0.74,0.1045,5
2,1,6,12,0,5,1,2,0.7,0.74,0.3582,310
2,0,5,12,0,4,1,1,0.78,0.59,0.3284,194
3,1,7,23,0,0,0,1,0.68,0.79,0.1642,123
3,1,9,7,0,6,0,1,0.66,0.89,0.2836,82
4,1,10,23,0,6,0,1,0.42,0.58,0.2985,125
1,1,12,8,0,6,0,2,0.26,0.81,0.0,44
2,1,3,9,0,6,0,2,0.4,0.76,0.194,223
1,1,1,20,1,1,0,1,0.26,0.6,0.2836,90
4,0,11,8,0,3,1,2,0.48,0.94,0.1045,323
3,1,7,10,0,1,1,2,0.78,0.62,0.0,200
2,0,4,9,0,4,1,2,0.42,0.47,0.2836,196
1,1,2,8,0,3,1,2,0.24,0.7,0.2239,508
2,0,6,8,0,4,1,2,0.6,0.69,0.1343,388
4,0,9,5,0,0,0,1,0.6,0.88,0.0896,3
1,1,3,21,0,0,0,1,0.42,0.54,0.2239,147
4,0,12,12,0,0,0,1,0.26,0.6,0.2239,228
3,0,7,10,0,3,1,1,0.82,0.46,0.194,113
2,1,4,19,0,4,1,2,0.54,0.77,0.2239,464
4,1,10,0,0,4,1,3,0.64,0.89,0.0,76
4,0,9,2,0,4,1,2,0.6,1.0,0.194,2
1,1,12,12,0,5,1,2,0.3,0.49,0.1343,222
1,0,3,22,0,3,1,3,0.32,0.93,0.1642,21
2,1,5,3,0,3,1,1,0.56,0.88,0.1045,6
2,1,5,4,0,3,1,1,0.54,0.94,0.1343,4
2,1,5,0,0,3,1,1,0.6,0.78,0.1045,47
3,1,8,5,0,5,1,3,0.7,0.84,0.2836,33
3,1,9,3,0,6,0,1,0.7,0.7,0.1045,35
4,1,11,18,0,3,1,1,0.32,0.53,0.1642,567
4,0,12,4,0,0,0,1,0.16,0.59,0.1642,5
4,1,10,3,0,2,1,1,0.42,0.67,0.1045,2
2,0,5,22,0,3,1,1,0.38,0.62,0.2239,89
4,1,11,3,0,1,1,2,0.36,0.66,0.2239,2
4,1,12,19,0,4,1,1,0.26,0.6,0.194,373
1,1,3,21,0,1,1,2,0.54,0.56,0.2239,205
1,1,3,9,0,6,0,3,0.38,0.87,0.0896,94
1,1,1,5,0,4,1,3,0.34,0.93,0.0896,16
3,0,9,12,1,1,0,2,0.72,0.7,0.194,353
4,1,12,13,0,0,0,2,0.38,0.76,0.194,356
1,1,1,15,0,1,1,2,0.22,1.0,0.2239,74
2,1,6,3,0,3,1,1,0.66,0.83,0.1343,8
4,1,11,7,0,5,1,1,0.26,0.65,0.1343,341
4,1,11,2,0,5,1,1,0.32,0.66,0.1642,10
4,0,11,17,0,2,1,3,0.44,1.0,0.0896,165
4,1,11,0,0,0,0,1,0.22,0.47,0.2537,34
1,1,12,15,0,5,1,2,0.3,0.42,0.3881,263
2,1,4,11,1,1,0,1,0.64,0.65,0.2537,251
3,0,8,21,0,6,0,2,0.7,0.84,0.3284,114
1,1,12,20,0,6,0,1,0.24,0.48,0.1642,61
1,1,1,3,0,0,0,2,0.16,0.48,0.3881,25
4,1,12,6,0,4,1,1,0.26,0.56,0.2537,114
4,0,12,19,0,4,1,1,0.34,0.46,0.1045,228
1,0,2,13,0,5,1,1,0.24,0.35,0.194,110
4,1,9,21,0,6,0,1,0.52,0.55,0.1343,292
1,0,3,0,0,0,0,1,0.34,0.49,0.4179,40
1,0,3,17,0,5,1,2,0.36,0.5,0.2537,228
1,0,3,22,0,4,1,1,0.4,0.66,0.2239,87
1,1,1,9,0,3,1,2,0.2,0.86,0.1343,225
4,1,10,12,0,4,1,2,0.72,0.54,0.194,288
3,0,7,15,0,5,1,1,0.96,0.3,0.2537,169
1,0,1,20,0,6,0,2,0.32,0.39,0.2537,41
1,1,2,15,1,1,0,1,0.34,0.34,0.2239,289
1,0,1,10,0,3,1,2,0.26,0.93,0.1343,47
1,1,1,7,0,5,1,2,0.42,1.0,0.2985,134
1,0,2,5,0,3,1,1,0.2,0.47,0.194,5
2,0,5,11,0,3,1,1,0.56,0.64,0.0896,141
4,1,12,20,0,4,1,3,0.34,0.76,0.1642,50
3,1,8,13,0,4,1,1,0.8,0.31,0.2239,300
4,0,12,21,0,4,1,1,0.3,0.61,0.1045,162
3,1,8,3,0,1,1,1,0.6,0.88,0.1045,3
4,0,11,16,0,5,1,1,0.46,0.36,0.3881,290
1,0,1,23,0,5,1,2,0.18,0.55,0.0,27
1,1,3,18,0,0,0,1,0.32,0.33,0.6119,184
2,0,6,6,0,4,1,3,0.58,0.73,0.1642,112
2,0,4,9,0,6,0,2,0.34,0.87,0.1045,98
2,0,4,9,0,4,1,2,0.4,0.66,0.1343,170
3,1,8,19,0,1,1,1,0.74,0.58,0.1642,555
3,0,9,19,0,0,0,2,0.54,0.68,0.1045,245
2,0,6,7,0,6,0,1,0.72,0.58,0.194,68
4,1,12,13,0,4,1,1,0.36,0.34,0.194,271
4,0,11,16,1,5,0,1,0.36,0.34,0.3284,238
4,1,11,11,0,1,1,1,0.34,0.46,0.2239,150
2,1,4,13,0,5,1,1,0.44,0.33,0.3284,411
1,0,2,8,0,3,1,3,0.22,0.93,0.2239,155
4,1,9,13,0,6,0,1,0.62,0.41,0.2985,686
1,1,1,5,0,2,1,1,0.3,0.49,0.194,22
4,1,11,7,0,4,1,1,0.28,0.36,0.3881,423
3,1,7,11,0,3,1,1,0.76,0.33,0.0,281
4,0,10,5,0,6,0,1,0.42,0.71,0.1642,7
4,0,12,4,0,3,1,3,0.46,1.0,0.1642,1
4,0,11,8,0,5,1,1,0.26,0.81,0.1343,74
3,1,8,10,0,1,1,2,0.64,0.69,0.0896,193
4,1,11,14,0,1,1,1,0.38,0.4,0.1642,196
2,0,6,10,0,3,1,1,0.64,0.47,0.1642,135
2,1,6,9,0,6,0,1,0.56,0.6,0.2537,332
1,0,2,20,0,5,1,2,0.24,0.65,0.1642,71
2,1,3,14,0,5,1,2,0.72,0.42,0.1045,432
3,0,8,17,0,5,1,1,0.82,0.26,0.0,516
4,0,9,14,0,5,1,2,0.64,0.47,0.2985,266
1,1,12,23,0,0,0,1,0.2,0.51,0.2239,49
1,1,1,9,0,2,1,3,0.32,0.81,0.2537,68
1,0,3,0,0,4,1,1,0.24,0.3,0.4627,13
1,0,12,3,0,6,0,2,0.4,0.62,0.2836,18
3,1,7,7,0,6,0,1,0.78,0.66,0.1045,71
2,0,4,18,0,0,0,1,0.64,0.69,0.1642,270
4,0,10,19,0,5,1,1,0.56,0.52,0.0,294
2,1,3,12,0,0,0,2,0.4,0.94,0.2239,360
1,0,1,19,0,4,1,1,0.26,0.56,0.3284,152
3,0,8,13,0,6,0,3,0.66,0.83,0.3881,43
3,0,6,4,0,1,1,2,0.6,0.83,0.1642,9
2,1,4,2,0,4,1,1,0.32,0.61,0.2836,4
2,1,4,22,0,5,1,1,0.42,0.38,0.2537,158
